length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
56,213598.2036,1588910.729,,165120.8821,,,1862264.86,,,,68824.52833,109302.9104,,1982
57,111679.2814,1245445.716,,138540.2615,,,1215232.704,,97659.77189,,85122.25823,,,1982
58,609090.4958,4475366.365,,,,,1698305.943,,41961.98318,,370694.3208,,,1982
59,186216.4952,1304817.339,,,,,704111.4931,,,,80787.89923,,,1982
60,,1385499.217,,,,,548957.7912,,,,162694.3639,,,1982
61,260806.2133,6291522.778,,,,,459459.5311,,,,463307.7335,,,1982
62,974960.1168,718648.146,,,,,754225.6843,,,53192.41033,184679.1271,,,1982
63,463220.2834,1684728.545,,,,,793349.3051,,,,175563.5878,,,1982
64,,5697245.493,,100976.8349,,,708269.8423,,,115240.0933,120642.2409,,,1982
65,103664.3033,1657679.997,,,,,358752.5726,,,,122301.9309,,,1982
66,143208.5584,1304326.816,,43214.22615,,,173739.8695,,54345.13893,62391.49255,612846.6245,,,1982
67,,4263029.43,,,,,333831.4758,,,,536723.0717,,,1982
68,,965615.1235,,,,,,,,74326.86431,569461.5508,,,1982
69,122327.9586,1106257.336,,,,,,,,140435.6195,267623.9083,,,1982
70,100931.3085,2156989.128,,57475.22956,,,137846.8468,,,219031.0947,230031.895,,,1982
71,,1058379.897,,,,,,,,145480.1336,298500.9399,,,1982
72,,662616.1339,,,,,,,,315515.3929,257648.9572,,,1982
73,,1286661.654,,320534.601,,,,,,81957.26738,329428.2974,,,1982
74,149660.4441,219884.7966,,236220.0608,,,13758.36976,,,85133.43613,175405.4036,,,1982
75,,846597.2401,,38894.13823,,,184280.251,,,,182451.0618,,,1982
76,,1809458.359,,,,,,,,458919.1419,168641.9482,,,1982
77,,450957.9358,,96273.92647,,,,,,381041.7006,26433.68966,,,1982
78,,382406.0161,,,,,,,,197679.0432,315538.3965,,,1982
79,,1472610.771,,155243.6364,,,,,,102522.2823,,,,1982
80,,459179.0292,,47132.50412,,,,,,97466.06413,59274.57632,,,1982
81,,482738.14,,31824.48676,,,,,,,241632.1974,,,1982
82,,336828.3474,,,,,,,,114204.1125,31933.85889,,,1982
83,,586644.6174,,467901.1238,,,,,,226783.8117,,,,1982
84,,136534.0929,,,,,,,,,,,,1982
85,,382705.5447,,90615.36625,,,,,,,71256.48548,,,1982
86,,168080.0974,,,,,,,,,275519.2855,,,1982
87,,360693.8337,,,,,,,,,262213.7408,,,1982
88,,230351.5369,,,,,,,,,,,,1982
89,,356496.8263,,,,,,,,,,,,1982
90,,304604.3563,,121378.5921,,,,,,,,,,1982
91,,,,438051.0347,,,,,,426922.8606,,,,1982
92,,262821.0054,,,,,,,,,,,,1982
93,,460365.3496,,,,,,,,,,,,1982
94,,159576.6205,,,,,,,,156761.8339,,,,1982
95,,1151280.228,,,,,,,,161802.4021,,,,1982
96,,,,,,,,,,500868.0321,,,,1982
97,,416513.2166,,,,,,,,129303.4576,,,,1982
98,,258830.3326,,,,,,,,355213.3556,,,,1982
99,,628211.475,,,,,,,,,,,,1982
100,,,,,,,,,,188722.5348,,,,1982
102,,37809.49455,,226904.4966,,,,,,200312.3494,,,,1982
103,,209383.557,,,,,,,,206287.7497,,,,1982
106,,188057.9883,,,,,,,,,,,,1982
109,,,,278582.9353,,,,,,,,,,1982
110,,364849.5293,,,,,,,,,,,,1982
113,,,,,,,,,,,138530.8804,,,1982
5,,,,,531.3214301,,392.7514517,,,,,,,1983
6,62975.61235,8821.028003,,,1508.808476,,3012.756988,,,,,,,1983
7,5277.980741,,,,28994.08676,,2016.86583,,,,,,,1983
8,3447.065665,,,,198296.5647,,,,,,,1560.690374,,1983
9,47986.95282,,,,393688.1933,,2729.044993,,,,,,,1983
10,96678.4342,,,,1721107.579,1786.278585,,,5951.402767,,,,,1983
11,177323.7778,,,,3306221.219,,,,8764.508143,,,,,1983
12,208126.9465,,,,1766025.511,,,,88930.48082,,,,7718.726069,1983
13,125271.0982,57649.50334,,,2033500.736,,4691.911979,,50674.11129,,,,,1983
14,295780.9945,190319.4708,,,2660260.124,,62725.74637,,320987.2578,,,,,1983
15,373126.1241,213180.4043,,,2878887.68,,45334.74069,,177643.8829,,,,,1983
16,593901.4717,1680651.636,,,3601267.884,6453.755357,1755036.048,,281954.8454,,,9375.841822,11505.36732,1983
17,638730.5688,312352.5561,,,3854241.36,,259499.8771,68767.73838,311261.1786,,,19957.48517,16268.47105,1983
18,939683.0643,217341.8524,,,2488917.001,7715.282529,5722754.666,52518.51619,168086.221,,,,17284.59373,1983
19,1690854.206,18447179.19,,,797206.2795,5648.595342,304882.3082,32072.19324,108783.6838,,4239.778394,,82857.34745,1983
20,2179353.972,376545.2836,,,281711.2902,,5963908.172,106623.2471,163167.8176,,4613.26415,18701.31649,101003.7422,1983
21,3194255.187,420231.0616,,,501166.7587,,233830.7763,42016.83936,123040.9773,,22186.81921,33045.74954,207756.3655,1983
22,2902807.094,18688412.49,,,1321438.314,,2526286.767,,745065.9906,,91789.58452,39678.14842,681391.5347,1983
23,3863813.576,491114.7448,,,1526471.002,8655.524402,215875.234,155470.7098,2136199.684,,174096.3006,13320.80082,938336.9467,1983
24,5507437.142,852292.8962,,,2700783.12,21820.65667,1881973.692,60244.58898,5608498.701,,95039.1264,67344.7832,1083607.44,1983
25,4414193.934,2461006.184,,,4846639.426,11380.30999,392205.8231,,7209978.785,,858252.6575,148250.9042,1655944.975,1983
26,5049257.427,610187.6,,,3419037.897,,2674719.229,74769.69781,7695878.682,,134684.1602,83985.8268,1418305.936,1983
27,6888095.83,288891.3688,,,1905999.81,,514557.1636,82785.85214,5474867.497,,201798.9636,219557.1742,1924238.078,1983
28,7877445.939,5366902.189,,,1867356.595,12591.93645,4902156.576,,3999171.772,,2385534.854,137543.7407,3000645.59,1983
29,6500707.05,820556.1326,250811.1993,,2341729.666,,661337.3738,,4242244.002,,237227.773,255930.1067,3796692.488,1983
30,6572049.343,848095.5225,2135937.789,,3568156.821,,6000554.724,,6112262.362,,230984.4672,208349.0046,4638267.498,1983
31,7093953.909,13329820.26,4379382.741,,3400070.778,13680.17796,577841.2316,,6094477.732,,3586742.018,348584.271,4123027.982,1983
32,7879502.13,1181130.797,,,3411601.226,,8131623.115,,6957492.643,,368397.5787,495250.4415,5003641.398,1983
33,5601133.884,700218.7334,4605736.451,,1722640.816,,843071.9075,,5260238.226,,293780.4229,468092.7462,4745264.046,1983
34,6477727.888,29064485.97,12678075.89,15234.40365,2007090.913,,8915499.528,,4153409.87,,3237814.471,417325.4322,3965187.525,1983
35,5160260.786,1268098.345,9262899.138,15554.23652,1527867.292,15112.87322,1022556.675,,2982399.486,,355606.2188,454711.7837,3210401.386,1983
36,4220829.657,1031555.908,4772226.094,,882397.9095,,15504442.48,,2332083.82,,291099.3111,777934.3821,2708965.954,1983
37,4392660.134,30880413.97,7754829.052,21152.91642,1512501.693,,946577.5598,,1249831.078,,2422311.232,598412.0047,1734802.786,1983
38,2787556.23,1279937.723,4246305.155,21633.82505,1441358.134,,20041603.25,,1730829.41,,430030.8496,401215.248,1479303.228,1983
39,2151937.958,1328472.6,917403.0392,,1676653.018,,763509.7098,,752091.2475,,379132.8344,505690.6357,768697.8184,1983
40,1307329.192,31290148.36,300747.2639,,1194315.9,,11653759.25,,1091173.352,,2903086.247,521728.0172,265970.0934,1983
41,1352885.132,1468778.036,,,563721.6009,,987672.5421,,633496.4002,,489325.0414,374621.1804,223994.5996,1983
42,1437418.645,1468128.385,,,1323730.506,,7909195.999,,550484.4735,17021.08827,301609.9902,298472.4649,271488.3748,1983
43,1277383.678,28864618.12,,,284123.6529,,1070137.205,,438629.959,,2217434.955,227687.24,177724.8154,1983
44,2004594.591,1912348.436,,,166322.3885,,6452089.529,,146722.0245,,400945.296,397946.8665,60972.85506,1983
45,973720.2953,1545861.888,,,,,1089686.573,,496937.2859,,406242.954,76876.62307,,1983
46,1181992.727,25839234.37,,,54839.34518,,5644248.784,,70962.79085,,1356626.418,134416.5438,,1983
47,494341.6584,2610425.797,,,98194.86181,,1112265.432,,45360.2655,,519884.8342,145193.2316,,1983
48,1183497.895,1695669.361,,,,,4842499.235,,105408.8,,287071.1469,243901.1423,,1983
49,429866.9223,26092361.74,,,,,1273187.387,,55759.83256,,521645.4672,155900.8753,,1983
50,994192.497,2413694.672,,,,,3685302.18,,145204.5153,,316739.0072,139395.5303,,1983
51,462106.7647,2343234.067,,,,,1219685.656,,6755.938315,11621.34226,371936.5424,48074.86339,,1983
52,750439.2936,20487201.06,,,,,3255553.702,,95028.56768,,544746.0675,391435.4395,,1983
53,586462.0559,2676917.763,,26613.12775,,,1350430.711,,141995.3103,,266957.1238,65386.95777,,1983
54,594906.5733,3822199.944,,,,,2767850.799,,,,72011.49696,96182.92161,,1983
55,677252.0292,13438889.45,,,,74481.17356,736116.3533,,7762.255174,,140843.7542,51287.05359,,1983
56,492814.3876,2117761.617,,,,,993205.9128,,,,221894.6358,,,1983
57,188142.7363,3026221.11,,37799.00024,,,466573.967,,,,93060.36704,,,1983
58,229858.0127,7274660.75,,108846.4861,,,976393.6201,,,46625.19972,251707.4232,,,1983
59,224381.281,2392339.036,,,,,313228.1764,,,112853.1602,,,,1983
60,210595.4051,1989477.631,,118328.6176,,,185462.8166,,,,151742.7974,,,1983
61,73898.5252,5182647.767,,,,,290170.0502,,,60941.76542,,,,1983
62,,1815818.936,,,,,290266.8698,,,126670.9002,212195.1238,,,1983
63,,2591938.108,,52365.88814,,,387908.0491,,,65821.94796,296123.2794,,,1983
64,,4164111.498,,,,,488982.0986,,,195538.2202,135727.444,,,1983
65,,2036230.895,,31413.99746,,,,,,71079.29754,69033.19843,,,1983
66,,2981709.322,,,,,627966.3939,,,73852.98038,48408.20314,,,1983
67,,3256108.425,,,,,,,,161842.1079,132752.5671,,,1983
68,,3248463.642,,,,,94957.66444,,,79697.10768,,,,1983
69,,1565678.63,,88766.67689,,,193563.7254,,,102928.932,,,,1983
70,,2568328.165,,,,,16135.39861,,,353182.1623,,,,1983
71,,1536995.351,,,,,,,,89224.32484,182180.0527,,,1983
72,,1132366.709,,,,,17273.55484,,,92607.88908,189690.2059,,,1983
73,,1574256.731,,,,,171905.892,,,259851.4121,,,,1983
74,,867660.9559,,,,,,,,10904.0077,41333.19859,,,1983
75,,523224.6666,,,,,20241.15432,,,295577.8389,213765.0507,,,1983
76,,1762837.387,,,,,,,,306480.279,,,,1983
77,,571361.6925,,51167.59617,,,,,,,,,,1983
78,,1063020.792,,,,,,,,12596.95662,,,,1983
79,,192399.2202,,92986.20135,,,,,,384062.5287,114404.6039,,,1983
80,,341058.5181,,,,,,,,,748135.9009,,,1983
81,,641654.2225,,100288.0973,,,,,,,231147.7144,,,1983
82,,498841.2113,,,,,,,,,,,,1983
83,,239973.4605,,89340.99231,,,,,,,,,,1983
84,,248609.0146,,,,,,,,,,,,1983
85,,344704.3386,,,,,,,,,,,,1983
86,,1293687.576,,134557.4181,,,,,,,148182.7346,,,1983
87,,106006.9121,,,,,,,,,,,,1983
88,,588086.6111,,,,,,,,,,,,1983
89,,574859.1686,,,,,,,,,85131.70884,,,1983
90,,821920.4586,,,,,,,,,,,,1983
92,,512110.8153,,,,,,,,,,,,1983
93,,1016619.733,,,,,,,,,,,,1983
95,,357840.8376,,,,,,,,,440354.3181,,,1983
98,,473528.6765,,,,,,,,,,,,1983
100,,573566.0554,,,,,,,,,,,,1983
102,,441817.7262,,,,,,,,,,,,1983
103,,1080910.119,,,,,,,,,,,,1983
105,,696245.5892,,,,,,,,,,,,1983
109,,777917.1094,,,,,,,,,,,,1983
110,,427756.4731,,,,,,,,,,,,1983
115,,,,296834.7205,,,,,,,803465.9907,,,1983
123,,769963.1497,,,,,,,,,,,,1983
124,,788687.2855,,,,,,,,,,,,1983
6,,,,,,,357.959866,,,,,,,1984
7,2310.012524,,,,,,541.6430297,,,,,,,1984
8,,,,,5094.983041,,18556.3049,,,,,1279.589181,,1984
9,4311.144436,9864.236911,,,,,4644.294504,,,,,2837.317161,,1984
10,110873.6268,37362.8635,,,85629.64368,,,,,,,,,1984
11,124466.2774,,,,1022302.969,,,,,,,,,1984
12,449364.2648,17395.0737,,,3712384.886,,,,7758.38586,,,,,1984
13,476884.5114,94353.83308,,,21617791.69,,,,9045.56746,,,,,1984
14,879125.3193,,,,64149227.7,,,6355.98184,133489.9369,,,3022.972837,,1984
15,939334.599,,,,74200382.73,24584.49576,1939.771296,7656.674079,535744.9946,,,,,1984
16,360084.0633,,,,33154655.95,,,45566.67271,1429646.355,,,,,1984
17,938342.1625,33786.39598,,,20901851.29,,,21466.3147,1737413.011,,,,,1984
18,1570152.933,70359.15747,,,13666248.86,,4683.54039,175078.8362,2957634.404,,,,,1984
19,2277463.595,350414.0766,45245.94612,,6513098.747,,20599.12222,217356.0646,5816495.219,,,,93444.01641,1984
20,2024620.205,222586.6059,,,5739968.103,,114394.6498,149774.2552,10462002.67,,,,506954.4663,1984
21,2310065.912,204205.8447,,,4765740.021,,78930.20965,68054.32772,11505633.28,,,,1058241.442,1984
22,2921501.356,2511715.619,,,1394098.449,,178557.9388,21522.62527,8219242.903,,34427.57423,79749.13668,1674524.482,1984
23,3630741.701,481576.8797,,,1515115.656,,132775.0099,,4595854.135,,,117024.7153,1434250.432,1984
24,3651467.366,330148.0903,,,1527460.818,,781421.9139,87976.22517,2514026.007,,,14417.49573,1619765.489,1984
25,4889174.501,1607433.239,,,3981116.337,,210237.3272,,2070237.94,,,107140.1591,2218983.865,1984
26,7520544.457,549814.53,514963.3382,,4528832.133,36070.81845,1792048.598,,3677930.061,,7124.152293,139037.2105,3155989.503,1984
27,6719509.569,1567506.246,840903.3215,,6175717.705,,427901.5803,,9165124.698,,35983.19078,164372.0002,3392491.153,1984
28,5786385.299,2183139.188,374202.9626,,6434989.035,19706.0764,3604662.535,,17000955.48,,38214.96695,170725.6933,3339621.599,1984
29,6096172.218,410586.8337,737762.7221,,5505580.764,25870.04074,668468.3112,,24475767.98,,39040.21262,223608.913,4164490.753,1984
30,6752144.211,1368237.107,4789663.607,,5949894.03,,7204675.018,,27226628.06,,92754.71415,265754.3386,4075470.011,1984
31,5577011.127,3665218.126,5867544.591,,5552121.093,16245.21133,764435.6996,,19029605.04,,257372.4641,317972.4078,4071928.769,1984
32,8718973.326,858213.6703,,,5948444.168,,6951992.94,,12602338.13,,356320.4767,355711.1629,4182850.591,1984
33,7739235.71,1135276.906,13506440.19,,3568836.87,,836104.6181,,6602097.597,,293719.6219,338495.001,3890129.086,1984
34,4922319.64,6725579.975,14499924.76,,3487999.85,17509.41269,7201377.905,,3234843.509,,922502.6173,192538.6575,3912689.446,1984
35,4327287.493,1575634.206,17199251.9,,2155902.681,,868466.0342,,2939674.028,,681781.4936,500930.0926,3557963.468,1984
36,4638110.733,1684526.292,22344687.04,,2475516.303,,13567568.2,,1632111.988,,483565.9897,644990.0943,2643101.728,1984
37,3165101.802,7756020.622,19976713.71,,2740227.472,,1311562.108,,1862499.224,,2219753.969,421722.1017,1899731.382,1984
38,2762772.034,864159.6805,16022818.12,,3035083.055,,21115492.07,,1597468.919,,509043.7479,300157.5952,1524371.647,1984
39,2135230.464,1103010.938,7818425.852,,2696808.34,,1411382.133,,871733.2482,,317514.4738,650786.9155,630244.3884,1984
40,1850806.402,16319656.14,8671886.403,,2209469.105,,24781833.54,,1010033.136,,3420421.152,421724.8741,779568.2906,1984
41,2262578.809,1190741.365,607901.2061,,2629182.636,,1275208.964,,807013.9068,,509104.0952,279810.7735,399314.6055,1984
42,2682635.992,1211373.168,659753.1529,,1278117.767,,16595587.42,,444227.6687,,661508.0365,263623.4202,194525.5279,1984
43,1928582.667,14741212.44,714507.0226,,879447.9389,,1558544.172,,644976.303,,2188998.849,370470.9805,204566.9166,1984
44,639728.8307,2090372.966,,27542.82492,179588.1285,,10352944.55,,198331.1378,,564460.1564,209079.9993,121115.1812,1984
45,1160830.509,2234560.633,,,162810.2644,,1076361.142,,457732.6713,,369886.8939,103924.0819,,1984
46,1388116.681,15013666.34,,,115562.4706,,5714791.698,,87864.28224,,1288106.714,160581.7182,,1984
47,1124671.364,1992393.919,,,14968.22221,,1122874.76,,324430.8723,,583083.2375,216239.1566,,1984
48,913733.5247,1468575.336,,,346155.7515,,3906444.588,,199884.82,35802.52344,666859.4589,108159.2549,,1984
49,1201373.137,19715640.66,,,73902.84891,,1881748.832,,16667.04157,,1192147.028,219489.0442,,1984
50,1076871.599,4291182.722,,62917.40735,69115.52133,,2800257.185,,239254.7855,,320643.3896,54734.89277,109104.5894,1984
51,969227.5337,2274947.787,,,,,986852.3273,,68204.86549,90505.54093,512009.3471,78440.36562,,1984
52,684590.2143,21885231.33,,,,,2829610.803,,70799.05923,93517.85225,1322869.687,54939.89914,,1984
53,1008100.467,2618390.255,,53492.75542,,,1362628.07,,88159.09777,54190.81186,499468.494,182398.1608,,1984
54,420495.1348,2497137.996,,,,,1424601.305,,81917.25776,137037.7529,552458.0305,,,1984
55,46704.25963,21130640.03,,57943.50699,,,833639.777,,32541.59285,110382.3141,1062914.743,,,1984
56,253972.7054,2256122.93,,117821.9299,,,1571574.692,,75221.25333,74792.95066,438195.5194,93245.37405,,1984
57,574358.8111,4737189.078,,,,,581956.0612,,,97206.01354,519422.3864,,,1984
58,205029.9666,24896320.28,,,,,1067655.626,,,170731.5208,1171500.707,,,1984
59,324657.0542,3450479.498,,,,,401362.3957,,92612.49395,60176.00488,347866.5433,,,1984
60,263092.1968,4384801.161,,,,,504107.9819,,,174536.1185,427503.963,,,1984
61,83573.98495,18102013.04,,,,,754862.4149,,463339.4932,200780.1263,974598.9008,,,1984
62,151609.2745,3230920.633,,,,,562357.2448,,,150534.4487,618713.4741,,,1984
63,,1197527.444,,,,,145195.0121,,,124862.3766,743123.1166,,,1984
64,277073.0994,12927358.14,,,,,68048.15904,,,169732.1293,892875.1708,,,1984
65,282088.4006,1219717.738,,,,,559692.614,,,204463.3861,122598.6653,,,1984
66,,2128571.593,,,,,158262.5964,,,185966.1613,796268.0235,,,1984
67,,7672694.04,,,,,273214.0581,,,57820.77327,579494.9444,,,1984
68,,3916946.438,,,,,453470.5975,,,155896.125,483855.8325,,,1984
69,,2038855.214,,,,,,,,377435.9063,498517.8914,,,1984
70,,2257789.261,,,,,,,,167113.5938,595097.364,,,1984
71,,1564749.287,,29636.69809,,,,,,232222.6364,539548.7373,,,1984
72,,1698881.667,,229885.4922,,,107830.0173,,,466957.025,399796.7523,,,1984
73,,837655.1466,,292128.2123,,,,,,102749.2854,319238.5956,,,1984
74,,857870.62,,90192.19688,,,47754.35219,,,376333.5019,362919.1209,,,1984
75,,753740.4456,,61745.89208,,,,,,510069.8242,217879.4041,,,1984
76,,1931616.193,,,,,,,,102474.4842,,,,1984
77,,348257.4941,,,,,241360.2084,,,13035.39774,228940.7027,,,1984
78,,275485.3824,,,,,,,,29759.72288,144355.9982,,,1984
79,,1535101.441,,90378.47619,,,,,,,,,,1984
80,,297123.7922,,,,,26495.46632,,,169050.5614,336118.3414,,,1984
81,,805017.6424,,118345.7599,,,,,,120702.8856,,,,1984
82,,396523.583,,65585.79022,,,,,,145950.7,134143.9608,,,1984
83,,566479.2834,,,,,,,,,375184.1766,,,1984
84,,753943.6302,,70602.11745,,,,,,155461.4529,,,,1984
85,,,,73212.85845,,,,,,,149443.7036,,,1984
86,,2468130.206,,,,,,,,,744756.0789,,,1984
87,,433138.3861,,,,,,,,,338851.6283,,,1984
88,,191437.9625,,,,,,,,,,,,1984
89,,,,,,,,,,,285824.8323,,,1984
90,,112397.9975,,231505.1297,,,,,,,,,,1984
91,,116196.6591,,,,,,,,,,,,1984
92,,126562.0287,,,,,,,,,316277.1913,,,1984
95,,427737.9992,,193433.2263,,,,,,,,,,1984
96,,282897.7354,,,,,,,,,,,,1984
97,,389241.0793,,,,,,,,,,,,1984
99,,4033890.338,,,,,,,,,,,,1984
101,,239043.889,,,,,,,,,683363.0807,,,1984
102,,1645650.186,,,,,,,,,,,,1984
104,,960310.6132,,,,,,,,,,,,1984
105,,,,,,,,,,,770639.1237,,,1984
107,,279304.8015,,,,,,,,,,,,1984
108,,205139.9613,,1238827.052,,,,,,,,,,1984
109,,1659423.758,,,,,,,,,,,,1984
110,,959695.8884,,,,,,,,,,,,1984
113,,616606.9142,,,,,,,,,,,,1984
114,,229081.1367,,,,,,,,,,,,1984
115,,650089.3841,,,,,,,,,,,,1984
120,,,,214093.7012,,,,,,,,,,1984
4,,,,,82.38180169,,,,,,,,,1985
5,,,,,152.6872203,,,,,,,,,1985
7,,,,,975.5987381,,,,,,,,,1985
8,,,,,,,987.9169383,,,,,,,1985
9,,,,,5313.858338,,,,,,,2646.110758,,1985
10,8840.592246,11629.77524,,,13365.24752,,,,,,,2177.200905,4238.531295,1985
11,78491.43856,,,,19986.36062,,,,8077.677046,,,,13311.40243,1985
12,60721.58948,,,,59059.40865,,,,36787.5846,,,,29779.88369,1985
13,67338.71294,7561.688943,,,141286.914,,,,131570.607,,,,45226.5185,1985
14,158808.4933,16558.52248,,,761920.497,,,,91441.60873,,,,47583.00234,1985
15,382630.1611,,,,1972223.037,,,,64060.55915,,,,65987.6791,1985
16,532548.4633,1200467.849,,,3979307.953,,6973.345587,,140917.4644,,,5423.980416,71492.72137,1985
17,785555.0112,76848.93398,,,8235511.771,,4560.155161,15943.35445,291401.9705,,,,39175.95948,1985
18,786133.9606,162764.7452,,,9827301.333,,62277.99052,16871.89047,513086.9001,,,,126008.653,1985
19,932777.171,1165886.895,,,9620047.309,,34794.88512,76914.55038,692562.7981,,,,154381.7851,1985
20,1502087.212,141367.8868,,,6333075.932,,847170.9998,133361.7251,924028.6465,,,13063.842,309087.673,1985
21,1933060.538,49093.43692,,,5832774.932,,119937.1043,75188.02834,857740.1268,,61473.52512,25820.30492,402413.7065,1985
22,2022217.245,1163007.576,,20488.83164,3839485.967,,1990296.436,69863.04248,635171.6401,,18514.68878,59946.6951,371230.1113,1985
23,2785803.407,143339.2531,47130.97746,21385.40334,2895617.653,,107820.9297,214297.8279,1001754.433,,,46281.0486,548980.0389,1985
24,2648096.298,177050.14,,22223.12941,1807121.652,,655684.7677,142256.224,1742497.453,,8886.109777,11075.67412,916965.9943,1985
25,4201210.328,506949.278,63707.49953,,1985858.705,,54139.43351,140177.0637,4222810.036,,64415.44012,70175.1944,2001977.888,1985
26,3534508.88,105921.4807,73321.89264,,1784812.496,,203267.5875,,10035386.95,,9958.677215,192015.6854,1936069.82,1985
27,5155483.43,113037.2611,671070.859,24429.02814,2358267.251,77602.72402,73045.46663,,14755111.11,,16065.60956,204170.6745,2254030.587,1985
28,4600508.397,1886592.769,286324.294,,3568473.202,,265369.9754,,16735433.51,,153801.4817,244256.8631,2900590.593,1985
29,5099663.381,579797.4302,1635653.776,,5627963.35,,162166.4718,,16408563.22,,27505.89293,292319.5887,3900494.528,1985
30,4464451.198,465440.2712,3829132.94,,7492662.132,,1039733.296,,21432199.65,,24928.18655,309597.7697,4123542.986,1985
